invoice_id,extracted_due_date_raw,extracted_due_date,extracted_payment_term_raw,extracted_payment_term,extracted_vendor_id,extracted_invoice_amount_raw,extracted_invoice_amount,extracted_invoice_date_raw,extracted_invoice_date,extracted_po_number,extracted_currency,extracted_contract_reference,ground_truth_due_date,ground_truth_payment_term,ground_truth_vendor_id,ground_truth_invoice_amount,ground_truth_invoice_date,ground_truth_po_number,ground_truth_currency,ground_truth_contract_reference
INV00000464,2025-05-11,2025-05-11,30,30.0,V00227,9457.75,9457.75,2025-04-11,2025-04-11,PO0000442,ZAR,CT000227,2025-05-11,30,V00227,9457.75,2025-04-11,PO0000442,ZAR,CT000227
INV00000465,19/12/2025,2025-12-19,60,60.0,V00001,34554.73,34554.73,2025-10-15,2025-10-15,PO0000243,GBP,CT000001,2025-12-19,60,V00001,34554.73,2025-10-15,PO0000243,GBP,CT000001
INV00000466,,,60,60.0,V00072,40617.38,40617.38,2025-11-13,2025-11-13,PO0000030,IDR,CT000072,2026-01-13,60,V00072,40617.38,2025-11-13,PO0000030,IDR,CT000072
INV00000467,2025-12-14,2025-12-14,60,60.0,V00219,33166.33,33166.33,2025-10-12,2025-10-12,PO0000176,GBP,CT000219,2025-12-14,60,V00219,33166.33,2025-10-12,PO0000176,GBP,CT000219
INV00000468,2025-10-17,2025-10-17,60,60.0,V00292,50045.79,50045.79,2025-08-13,2025-08-13,PO0000848,EUR,CT000292,2025-10-17,60,V00292,50045.79,2025-08-13,PO0000848,EUR,CT000292
INV00000469,2025-07-23,2025-07-23,60,60.0,V00405,8167.93,8167.93,2025-05-18,2025-05-18,PO0000499,ZAR,CT000405,2025-07-23,60,V00405,8167.93,2025-05-18,PO0000499,ZAR,CT000405
INV00000470,,,45,45.0,V00352,127298.15,127298.15,2025-11-09,2025-11-09,PO0000274,USD,,2025-12-26,45,V00352,127298.15,2025-11-09,PO0000274,USD,CT000352
INV00000471,01/04/2025,2025-04-01,30,30.0,V00388,"6,811.77",6811.77,2025-02-23,2025-02-23,PO0001089,GBP,CT000388,2025-04-01,30,V00388,6811.77,2025-02-23,PO0001089,GBP,CT000388
INV00000472,2025-06-21,2025-06-21,30,30.0,V00185,72211.23,72211.23,2025-05-22,2025-05-22,PO0000472,INR,CT000185,2025-06-21,30,V00185,72211.23,2025-05-22,PO0000472,INR,CT000185
INV00000473,2025-12-08,2025-12-08,30,30.0,V00377,24954.39,24954.39,2025-11-07,2025-11-07,PO0001198,EUR,CT000377,2025-12-08,30,V00377,24954.39,2025-11-07,PO0001198,EUR,CT000377
INV00000474,2026-01-10,2026-01-10,60,60.0,V00146,7561.09,7561.09,2025-11-11,2025-11-11,PO0000341,MXN,CT000146,2026-01-10,60,V00146,7561.09,2025-11-11,PO0000341,MXN,CT000146
INV00000475,2025-07-06,2025-07-06,60,60.0,V00381,"4,704.57",4704.57,2025-05-02,2025-05-02,PO0000956,GBP,CT000381,2025-07-06,60,V00381,4704.57,2025-05-02,PO0000956,GBP,CT000381
INV00000476,2025-08-06,2025-08-06,60,60.0,V00405,"7,915.95",7915.95,2025-06-05,2025-06-05,PO0001096,INR,CT000405,2025-08-06,60,V00405,7915.95,2025-06-05,PO0001096,INR,CT000405
INV00000477,2025-06-24,2025-06-24,30,30.0,,25298.82,25298.82,2025-05-25,2025-05-25,PO0001061,GBP,,2025-06-24,30,V00216,25298.82,2025-05-25,PO0001061,GBP,CT000216
INV00000478,2026-03-16,2026-03-16,30,30.0,V00051,6278.53,6278.53,2026-02-08,2026-02-08,PO0000840,ZAR,CT000051,2026-03-16,30,V00051,6278.53,2026-02-08,PO0000840,ZAR,CT000051
INV00000479,2025-11-19,2025-11-19,60,60.0,V00018,83460.68,83460.68,2025-09-18,2025-09-18,PO0001015,INR,CT000018,2025-11-19,60,V00018,83460.68,2025-09-18,PO0001015,INR,CT000018
INV00000480,2025-03-30,2025-03-30,30,30.0,V00208,"13,118.08",13118.08,23/02/2025,2025-02-23,PO0000701,MXN,CT000208,2025-03-30,30,V00208,13118.08,2025-02-23,PO0000701,MXN,CT000208
INV00000481,2025-05-03,2025-05-03,45,45.0,V00267,34046.03,34046.03,2025-03-15,2025-03-15,PO0000125,BRL,CT000267,2025-05-03,45,V00267,34046.03,2025-03-15,PO0000125,BRL,CT000267
INV00000482,2025-04-02,2025-04-02,60,60.0,V00233,"31,278.83",31278.83,2025-02-01,2025-02-01,PO0000741,ZAR,CT000233,2025-04-02,60,V00233,31278.83,2025-02-01,PO0000741,ZAR,CT000233
INV00000483,2025-05-24,2025-05-24,30,30.0,V00377,"89,589.72",89589.72,2025-04-20,2025-04-20,PO0001198,BRL,CT000377,2025-05-24,30,V00377,89589.72,2025-04-20,PO0001198,BRL,CT000377
INV00000484,2025-06-17,2025-06-17,60,60.0,V00226,10302.39,10302.39,2025-04-12,2025-04-12,PO0000199,ZAR,CT000226,2025-06-17,60,V00226,10302.39,2025-04-12,PO0000199,ZAR,CT000226
INV00000485,2025-09-07,2025-09-07,45,45.0,V00278,18240.26,18240.26,2025-07-22,2025-07-22,PO0000371,IDR,CT000278,2025-09-07,45,V00278,18240.26,2025-07-22,PO0000371,IDR,CT000278
INV00000486,2026-01-12,2026-01-12,30,30.0,V00319,3746.34,3746.34,2025-12-07,2025-12-07,PO0000965,USD,CT000319,2026-01-12,30,V00319,3746.34,2025-12-07,PO0000965,USD,CT000319
INV00000487,2026-03-08,2026-03-08,30,30.0,V00376,18184.15,18184.15,04/02/2026,2026-02-04,PO0000047,EUR,CT000376,2026-03-08,30,V00376,18184.15,2026-02-04,PO0000047,EUR,CT000376
INV00000488,2025-10-29,2025-10-29,45,45.0,V00257,54014.73,54014.73,2025-09-12,2025-09-12,PO0000772,MXN,CT000257,2025-10-29,45,V00257,54014.73,2025-09-12,PO0000772,MXN,CT000257
INV00000489,2026-02-17,2026-02-17,60,60.0,V00235,20546.49,20546.49,2025-12-18,2025-12-18,PO0001099,USD,CT000235,2026-02-17,60,V00235,20546.49,2025-12-18,PO0001099,USD,CT000235
INV00000490,,,45,45.0,V00158,185035.51,185035.51,2025-10-26,2025-10-26,PO0001001,EUR,CT000158,2025-12-11,45,V00158,185035.51,2025-10-26,PO0001001,EUR,CT000158
INV00000491,10/07/2025,2025-07-10,45,45.0,V00270,"28,161.06",28161.06,2025-05-25,2025-05-25,PO0000642,MXN,CT000270,2025-07-10,45,V00270,28161.06,2025-05-25,PO0000642,MXN,CT000270
INV00000492,2025-11-25,2025-11-25,45,45.0,V00076,9251.74,9251.74,2025-10-06,2025-10-06,PO0001029,GBP,CT000076,2025-11-25,45,V00076,9251.74,2025-10-06,PO0001029,GBP,CT000076
INV00000493,2025-07-18,2025-07-18,60,60.0,V00155,26332.34,26332.34,2025-05-18,2025-05-18,PO0000221,EUR,CT000155,2025-07-18,60,V00155,26332.34,2025-05-18,PO0000221,EUR,CT000155
INV00000494,2025-06-24,2025-06-24,30,30.0,V00224,"3,510.23",3510.23,2025-05-21,2025-05-21,PO0001010,EUR,CT000224,2025-06-24,30,V00224,3510.23,2025-05-21,PO0001010,EUR,CT000224
INV00000495,2026-04-27,2026-04-27,30,30.0,V00035,7052.02,7052.02,2026-03-26,2026-03-26,PO0000171,GBP,CT000035,2026-04-27,30,V00035,7052.02,2026-03-26,PO0000171,GBP,CT000035
INV00000496,2026-04-21,2026-04-21,60,60.0,V00292,4546.62,4546.62,2026-02-19,2026-02-19,PO0000617,MXN,CT000292,2026-04-21,60,V00292,4546.62,2026-02-19,PO0000617,MXN,CT000292
INV00000497,,,60,60.0,V00118,16595.99,16595.99,2025-10-25,2025-10-25,PO0000332,INR,CT000118,2025-12-30,60,V00118,16595.99,2025-10-25,PO0000332,INR,CT000118
INV00000498,2025-10-31,2025-10-31,30,30.0,V00216,15312.90,15312.9,27/09/2025,2025-09-27,PO0000040,ZAR,CT000216,2025-10-31,30,V00216,15312.9,2025-09-27,PO0000040,ZAR,CT000216
INV00000499,2025-12-10,2025-12-10,30,30.0,V00148,57835.91,57835.91,2025-11-08,2025-11-08,PO0000473,IDR,CT000148,2025-12-10,30,V00148,57835.91,2025-11-08,PO0000473,IDR,CT000148
INV00000500,2026-01-13,2026-01-13,30,30.0,V00163,14705.52,14705.52,2025-12-09,2025-12-09,PO0000024,GBP,CT000163,2026-01-13,30,V00163,14705.52,2025-12-09,PO0000024,GBP,CT000163
INV00000501,2025-04-03,2025-04-03,60,60.0,V00166,5695.06,5695.06,2025-01-26,2025-01-26,PO0000859,EUR,CT000166,2025-04-03,60,V00166,5695.06,2025-01-26,PO0000859,EUR,CT000166
INV00000502,2025-07-15,2025-07-15,30,30.0,V00022,83891.84,83891.84,2025-06-13,2025-06-13,PO0000188,ZAR,CT000022,2025-07-15,30,V00022,83891.84,2025-06-13,PO0000188,ZAR,CT000022
INV00000503,2025-03-20,2025-03-20,30,30.0,V00169,741.09,741.09,2025-02-17,2025-02-17,PO0000945,ZAR,CT000169,2025-03-20,30,V00169,741.09,2025-02-17,PO0000945,ZAR,CT000169
INV00000504,2025-10-03,2025-10-03,30,30.0,V00331,145065.11,145065.11,2025-08-29,2025-08-29,PO0001025,USD,CT000331,2025-10-03,30,V00331,145065.11,2025-08-29,PO0001025,USD,CT000331
INV00000505,2025-07-01,2025-07-01,45,45.0,V00052,20506.31,20506.31,2025-05-14,2025-05-14,PO0000742,GBP,CT000052,2025-07-01,45,V00052,20506.31,2025-05-14,PO0000742,GBP,CT000052
INV00000506,2025-07-20,2025-07-20,45,45.0,V00209,16142.29,16142.29,2025-05-31,2025-05-31,PO0000482,IDR,CT000209,2025-07-20,45,V00209,16142.29,2025-05-31,PO0000482,IDR,CT000209
INV00000507,2026-02-19,2026-02-19,30,30.0,V00059,27586.90,27586.9,2026-01-19,2026-01-19,PO0000527,ZAR,CT000059,2026-02-19,30,V00059,27586.9,2026-01-19,PO0000527,ZAR,CT000059
INV00000508,2025-05-10,2025-05-10,30,30.0,V00227,18328.72,18328.72,2025-04-03,2025-04-03,PO0000802,ZAR,CT000227,2025-05-10,30,V00227,18328.72,2025-04-03,PO0000802,ZAR,CT000227
INV00000509,2026-03-21,2026-03-21,30,30.0,V00271,"27,574.40",27574.4,19/02/2026,2026-02-19,PO0001149,GBP,CT000271,2026-03-21,30,V00271,27574.4,2026-02-19,PO0001149,GBP,CT000271
INV00000510,2025-08-12,2025-08-12,30,30.0,V00245,8670.40,8670.4,2025-07-11,2025-07-11,PO0001244,ZAR,CT000245,2025-08-12,30,V00245,8670.4,2025-07-11,PO0001244,ZAR,CT000245
INV00000511,2025-05-17,2025-05-17,45,45.0,V00325,3526.27,3526.27,2025-03-28,2025-03-28,PO0000297,IDR,,2025-05-17,45,V00325,3526.27,2025-03-28,PO0000297,IDR,CT000325
INV00000512,2025-05-10,2025-05-10,60,60.0,V00112,15542.43,15542.43,2025-03-07,2025-03-07,PO0000292,INR,CT000112,2025-05-10,60,V00112,15542.43,2025-03-07,PO0000292,INR,CT000112
INV00000513,2026-01-22,2026-01-22,60,60.0,V00235,5553.31,5553.31,2025-11-21,2025-11-21,PO0000409,INR,CT000235,2026-01-22,60,V00235,5553.31,2025-11-21,PO0000409,INR,CT000235
INV00000514,2026-05-23,2026-05-23,90,90.0,V00117,7593.51,7593.51,2026-02-15,2026-02-15,PO0000650,MXN,CT000117,2026-05-23,90,V00117,7593.51,2026-02-15,PO0000650,MXN,CT000117
INV00000515,2026-03-06,2026-03-06,30,30.0,V00214,55246.23,55246.23,2026-02-02,2026-02-02,PO0001074,MXN,CT000214,2026-03-06,30,V00214,55246.23,2026-02-02,PO0001074,MXN,CT000214
INV00000516,2025-06-22,2025-06-22,90,90.0,V00027,83775.65,83775.65,2025-03-19,2025-03-19,PO0000946,ZAR,CT000027,2025-06-22,90,V00027,83775.65,2025-03-19,PO0000946,ZAR,CT000027
INV00000517,2026-04-08,2026-04-08,60,60.0,V00114,54167.77,54167.77,2026-02-04,2026-02-04,PO0000982,INR,CT000114,2026-04-08,60,V00114,54167.77,2026-02-04,PO0000982,INR,CT000114
INV00000518,2025-05-16,2025-05-16,30,30.0,V00298,44589.36,44589.36,,,PO0000623,GBP,CT000298,2025-05-16,30,V00298,44589.36,2025-04-13,PO0000623,GBP,CT000298
INV00000519,2025-10-02,2025-10-02,60,60.0,V00327,"17,377.80",17377.8,2025-07-28,2025-07-28,PO0000093,MXN,CT000327,2025-10-02,60,V00327,17377.8,2025-07-28,PO0000093,MXN,CT000327
INV00000520,2025-02-04,2025-02-04,30,30.0,V00115,47392.35,47392.35,2025-01-03,2025-01-03,PO0000276,GBP,CT000115,2025-02-04,30,V00115,47392.35,2025-01-03,PO0000276,GBP,CT000115
INV00000521,2025-06-30,2025-06-30,60,60.0,V00109,23704.02,23704.02,2025-04-28,2025-04-28,PO0001093,MXN,CT000109,2025-06-30,60,V00109,23704.02,2025-04-28,PO0001093,MXN,CT000109
INV00000522,2025-07-16,2025-07-16,45,45.0,V00126,1136522.67,1136522.67,2025-05-26,2025-05-26,PO0000291,BRL,CT000126,2025-07-16,45,V00126,1136522.67,2025-05-26,PO0000291,BRL,CT000126
INV00000523,2026-05-11,2026-05-11,60,60.0,V00118,58861.37,58861.37,12/03/2026,2026-03-12,PO0000332,BRL,CT000118,2026-05-11,60,V00118,58861.37,2026-03-12,PO0000332,BRL,CT000118
INV00000524,08/08/2025,2025-08-08,90,90.0,V00418,33065.27,33065.27,2025-05-07,2025-05-07,PO0000073,EUR,CT000418,2025-08-08,90,V00418,33065.27,2025-05-07,PO0000073,EUR,CT000418
INV00000525,,,30,30.0,V00274,4326.41,4326.41,2025-05-06,2025-05-06,PO0000335,EUR,CT000274,2025-06-07,30,V00274,4326.41,2025-05-06,PO0000335,EUR,CT000274
INV00000526,07/06/2025,2025-06-07,30,30.0,V00163,33265.17,33265.17,2025-05-05,2025-05-05,PO0000416,IDR,CT000163,2025-06-07,30,V00163,33265.17,2025-05-05,PO0000416,IDR,CT000163
INV00000527,2025-05-29,2025-05-29,30,30.0,V00195,2683.67,2683.67,2025-04-25,2025-04-25,PO0000763,GBP,CT000195,2025-05-29,30,V00195,2683.67,2025-04-25,PO0000763,GBP,CT000195
INV00000528,2025-10-06,2025-10-06,30,30.0,V00215,4563.20,4563.2,2025-09-03,2025-09-03,PO0000318,IDR,CT000215,2025-10-06,30,V00215,4563.2,2025-09-03,PO0000318,IDR,CT000215
INV00000529,2025-06-10,2025-06-10,60,60.0,V00233,"4,243.93",4243.93,2025-04-04,2025-04-04,PO0000741,ZAR,CT000233,2025-06-10,60,V00233,4243.93,2025-04-04,PO0000741,ZAR,CT000233
INV00000530,19/06/2025,2025-06-19,30,30.0,V00163,,,2025-05-13,2025-05-13,PO0000416,USD,CT000163,2025-06-19,30,V00163,132647.21,2025-05-13,PO0000416,USD,CT000163
INV00000531,2025-10-01,2025-10-01,30,30.0,V00410,23676.81,23676.81,2025-08-31,2025-08-31,PO0000973,ZAR,CT000410,2025-10-01,30,V00410,23676.81,2025-08-31,PO0000973,ZAR,CT000410
INV00000532,2026-03-16,2026-03-16,90,90.0,V00122,213844.19,213844.19,2025-12-11,2025-12-11,PO0000306,EUR,CT000122,2026-03-16,90,V00122,213844.19,2025-12-11,PO0000306,EUR,CT000122
INV00000533,2025-04-21,2025-04-21,60,60.0,V00180,14826.11,14826.11,2025-02-18,2025-02-18,PO0000488,EUR,CT000180,2025-04-21,60,V00180,14826.11,2025-02-18,PO0000488,EUR,CT000180
INV00000534,2025-07-13,2025-07-13,30,30.0,V00003,36723.30,36723.3,2025-06-08,2025-06-08,PO0000326,MXN,CT000003,2025-07-13,30,V00003,36723.3,2025-06-08,PO0000326,MXN,CT000003
INV00000535,2025-11-04,2025-11-04,45,45.0,V00334,,,2025-09-17,2025-09-17,PO0000797,EUR,CT000334,2025-11-04,45,V00334,19320.34,2025-09-17,PO0000797,EUR,CT000334
INV00000536,31/03/2026,2026-03-31,30,30.0,V00214,33635.69,33635.69,2026-02-22,2026-02-22,PO0000669,IDR,CT000214,2026-03-31,30,V00214,33635.69,2026-02-22,PO0000669,IDR,CT000214
INV00000537,2026-04-12,2026-04-12,30,30.0,V00419,18974.41,18974.41,,,PO0000686,USD,CT000419,2026-04-12,30,V00419,18974.41,2026-03-06,PO0000686,USD,CT000419
INV00000538,2026-03-03,2026-03-03,30,30.0,V00199,51771.64,51771.64,2026-02-01,2026-02-01,PO0000917,USD,CT000199,2026-03-03,30,V00199,51771.64,2026-02-01,PO0000917,USD,CT000199
INV00000539,17/09/2025,2025-09-17,30,30.0,V00059,5402.91,5402.91,18/08/2025,2025-08-18,PO0000527,EUR,CT000059,2025-09-17,30,V00059,5402.91,2025-08-18,PO0000527,EUR,CT000059
INV00000540,2025-03-16,2025-03-16,30,30.0,V00303,1249.07,1249.07,2025-02-14,2025-02-14,PO0000585,BRL,CT000303,2025-03-16,30,V00303,1249.07,2025-02-14,PO0000585,BRL,CT000303
INV00000541,2026-05-06,2026-05-06,45,45.0,V00270,217314.42,217314.42,2026-03-16,2026-03-16,PO0000754,GBP,CT000270,2026-05-06,45,V00270,217314.42,2026-03-16,PO0000754,GBP,CT000270
INV00000542,2025-11-10,2025-11-10,,,,2452.02,2452.02,10/10/2025,2025-10-10,PO0000466,EUR,CT000403,2025-11-10,30,V00403,2452.02,2025-10-10,PO0000466,EUR,CT000403
INV00000543,24/03/2026,2026-03-24,30,30.0,V00213,"64,687.63",64687.63,2026-02-17,2026-02-17,PO0000635,MXN,CT000213,2026-03-24,30,V00213,64687.63,2026-02-17,PO0000635,MXN,CT000213
INV00000544,2026-03-27,2026-03-27,30,30.0,V00002,9177.18,9177.18,2026-02-23,2026-02-23,PO0000218,EUR,CT000002,2026-03-27,30,V00002,9177.18,2026-02-23,PO0000218,EUR,CT000002
INV00000545,2026-02-27,2026-02-27,60,60.0,V00379,5485.43,5485.43,2025-12-27,2025-12-27,PO0000586,USD,CT000379,2026-02-27,60,V00379,5485.43,2025-12-27,PO0000586,USD,CT000379
INV00000546,2025-09-13,2025-09-13,60,60.0,,278047.18,278047.18,2025-07-11,2025-07-11,PO0001184,USD,CT000284,2025-09-13,60,V00284,278047.18,2025-07-11,PO0001184,USD,CT000284
INV00000547,2025-12-09,2025-12-09,60,60.0,V00101,16004.54,16004.54,2025-10-04,2025-10-04,PO0001170,ZAR,CT000101,2025-12-09,60,V00101,16004.54,2025-10-04,PO0001170,ZAR,CT000101
INV00000548,2025-12-30,2025-12-30,45,45.0,V00050,140909.84,140909.84,2025-11-11,2025-11-11,PO0000007,INR,CT000050,2025-12-30,45,V00050,140909.84,2025-11-11,PO0000007,INR,CT000050
INV00000549,10/05/2026,2026-05-10,90,90.0,V00193,35788.22,35788.22,2026-02-05,2026-02-05,PO0000980,ZAR,CT000193,2026-05-10,90,V00193,35788.22,2026-02-05,PO0000980,ZAR,CT000193
INV00000550,2025-07-17,2025-07-17,90,90.0,V00193,38416.31,38416.31,2025-04-13,2025-04-13,PO0000744,MXN,CT000193,2025-07-17,90,V00193,38416.31,2025-04-13,PO0000744,MXN,CT000193
INV00000551,11/10/2025,2025-10-11,30,30.0,V00113,53964.57,53964.57,2025-09-10,2025-09-10,PO0000668,GBP,CT000113,2025-10-11,30,V00113,53964.57,2025-09-10,PO0000668,GBP,CT000113
INV00000552,2025-12-02,2025-12-02,60,60.0,V00356,"4,025.39",4025.39,2025-09-29,2025-09-29,PO0001095,MXN,CT000356,2025-12-02,60,V00356,4025.39,2025-09-29,PO0001095,MXN,CT000356
INV00000553,06/06/2025,2025-06-06,60,60.0,V00360,28650.10,28650.1,2025-04-05,2025-04-05,PO0000935,INR,CT000360,2025-06-06,60,V00360,28650.1,2025-04-05,PO0000935,INR,CT000360
INV00000554,2025-08-02,2025-08-02,30,30.0,V00031,11993.91,11993.91,2025-07-02,2025-07-02,PO0000006,BRL,CT000031,2025-08-02,30,V00031,11993.91,2025-07-02,PO0000006,BRL,CT000031
INV00000555,2026-03-29,2026-03-29,30,30.0,V00099,6203.82,6203.82,2026-02-25,2026-02-25,PO0001002,BRL,CT000099,2026-03-29,30,V00099,6203.82,2026-02-25,PO0001002,BRL,CT000099
INV00000556,23/02/2025,2025-02-23,45,45.0,V00416,17163.13,17163.13,08/01/2025,2025-01-08,PO0000403,MXN,CT000416,2025-02-23,45,V00416,17163.13,2025-01-08,PO0000403,MXN,CT000416
INV00000557,18/09/2025,2025-09-18,30,30.0,V00048,2436.20,2436.2,2025-08-17,2025-08-17,PO0000594,EUR,CT000048,2025-09-18,30,V00048,2436.2,2025-08-17,PO0000594,EUR,CT000048
INV00000558,2025-11-04,2025-11-04,30,30.0,V00244,43005.25,43005.25,2025-10-05,2025-10-05,PO0001009,USD,CT000244,2025-11-04,30,V00244,43005.25,2025-10-05,PO0001009,USD,CT000244
INV00000559,2026-04-09,2026-04-09,45,45.0,V00077,71687.92,71687.92,2026-02-18,2026-02-18,PO0000151,IDR,CT000077,2026-04-09,45,V00077,71687.92,2026-02-18,PO0000151,IDR,CT000077
INV00000560,2025-07-10,2025-07-10,60,60.0,V00166,91913.43,91913.43,2025-05-09,2025-05-09,PO0000782,ZAR,CT000166,2025-07-10,60,V00166,91913.43,2025-05-09,PO0000782,ZAR,CT000166
INV00000561,01/09/2025,2025-09-01,60,60.0,V00232,14121.27,14121.27,,,PO0001204,BRL,CT000232,2025-09-01,60,V00232,14121.27,2025-06-28,PO0001204,BRL,CT000232
INV00000562,2025-03-13,2025-03-13,,,V00009,13685.71,13685.71,,,PO0000981,USD,CT000009,2025-03-13,30,V00009,13685.71,2025-02-06,PO0000981,USD,CT000009
INV00000563,2025-07-08,2025-07-08,30,30.0,V00102,54052.76,54052.76,2025-06-02,2025-06-02,PO0001046,USD,CT000102,2025-07-08,30,V00102,54052.76,2025-06-02,PO0001046,USD,CT000102
INV00000564,2026-05-29,2026-05-29,60,60.0,V00247,5164.18,5164.18,2026-03-30,2026-03-30,PO0001079,BRL,CT000247,2026-05-29,60,V00247,5164.18,2026-03-30,PO0001079,BRL,CT000247
INV00000565,2026-01-18,2026-01-18,30,30.0,V00007,10923.63,10923.63,2025-12-15,2025-12-15,PO0001242,ZAR,CT000007,2026-01-18,30,V00007,10923.63,2025-12-15,PO0001242,ZAR,CT000007
INV00000566,2025-08-16,2025-08-16,30,30.0,V00208,12998.84,12998.84,2025-07-14,2025-07-14,PO0000701,BRL,CT000208,2025-08-16,30,V00208,12998.84,2025-07-14,PO0000701,BRL,CT000208
INV00000567,2025-12-17,2025-12-17,60,60.0,V00226,5332.54,5332.54,2025-10-16,2025-10-16,PO0000390,GBP,CT000226,2025-12-17,60,V00226,5332.54,2025-10-16,PO0000390,GBP,CT000226
INV00000568,2026-04-20,2026-04-20,30,30.0,V00091,19288.79,19288.79,2026-03-15,2026-03-15,PO0000447,BRL,CT000091,2026-04-20,30,V00091,19288.79,2026-03-15,PO0000447,BRL,CT000091
INV00000569,03/09/2025,2025-09-03,45,45.0,V00069,"7,630.69",7630.69,20/07/2025,2025-07-20,PO0000282,EUR,CT000069,2025-09-03,45,V00069,7630.69,2025-07-20,PO0000282,EUR,CT000069
INV00000570,2025-08-15,2025-08-15,90,90.0,V00206,3735.00,3735.0,2025-05-15,2025-05-15,PO0000641,INR,CT000206,2025-08-15,90,V00206,3735.0,2025-05-15,PO0000641,INR,CT000206
INV00000571,2026-03-27,2026-03-27,45,45.0,V00302,274020.56,274020.56,2026-02-04,2026-02-04,,ZAR,CT000302,2026-03-27,45,V00302,274020.56,2026-02-04,PO0000034,ZAR,CT000302
INV00000572,26/03/2026,2026-03-26,60,60.0,V00006,82837.72,82837.72,2026-01-22,2026-01-22,PO0000149,IDR,CT000006,2026-03-26,60,V00006,82837.72,2026-01-22,PO0000149,IDR,CT000006
INV00000573,2025-09-23,2025-09-23,30,30.0,,17168.68,17168.68,,,PO0000397,USD,CT000332,2025-09-23,30,V00332,17168.68,2025-08-24,PO0000397,USD,CT000332
INV00000574,2025-02-21,2025-02-21,45,45.0,V00420,14640.55,14640.55,2025-01-06,2025-01-06,PO0001055,EUR,CT000420,2025-02-21,45,V00420,14640.55,2025-01-06,PO0001055,EUR,CT000420
INV00000575,2025-02-07,2025-02-07,30,30.0,V00141,58232.37,58232.37,2025-01-06,2025-01-06,PO0000144,USD,CT000141,2025-02-07,30,V00141,58232.37,2025-01-06,PO0000144,USD,CT000141
INV00000576,2025-04-10,2025-04-10,45,45.0,V00140,9492.45,9492.45,2025-02-23,2025-02-23,PO0000928,INR,,2025-04-10,45,V00140,9492.45,2025-02-23,PO0000928,INR,CT000140
INV00000577,2026-01-01,2026-01-01,45,45.0,V00310,55748.31,55748.31,2025-11-12,2025-11-12,PO0000648,EUR,CT000310,2026-01-01,45,V00310,55748.31,2025-11-12,PO0000648,EUR,CT000310
INV00000578,2025-05-06,2025-05-06,45,45.0,V00202,18011.26,18011.26,2025-03-21,2025-03-21,PO0000228,ZAR,CT000202,2025-05-06,45,V00202,18011.26,2025-03-21,PO0000228,ZAR,CT000202
INV00000579,2025-03-06,2025-03-06,30,30.0,V00165,1656.44,1656.44,2025-01-29,2025-01-29,PO0000349,GBP,CT000165,2025-03-06,30,V00165,1656.44,2025-01-29,PO0000349,GBP,CT000165
INV00000580,2026-01-08,2026-01-08,60,60.0,V00330,"57,463.29",57463.29,2025-11-07,2025-11-07,PO0000352,USD,CT000330,2026-01-08,60,V00330,57463.29,2025-11-07,PO0000352,USD,CT000330
INV00000581,2025-10-06,2025-10-06,60,60.0,V00013,44423.62,44423.62,2025-08-07,2025-08-07,PO0001178,INR,CT000013,2025-10-06,60,V00013,44423.62,2025-08-07,PO0001178,INR,CT000013
INV00000582,28/11/2025,2025-11-28,90,90.0,V00300,30689.66,30689.66,2025-08-30,2025-08-30,PO0000683,IDR,CT000300,2025-11-28,90,V00300,30689.66,2025-08-30,PO0000683,IDR,CT000300
INV00000583,2025-06-01,2025-06-01,60,60.0,V00160,903.99,903.99,2025-03-29,2025-03-29,PO0001210,IDR,CT000160,2025-06-01,60,V00160,903.99,2025-03-29,PO0001210,IDR,CT000160
INV00000584,,,30,30.0,V00374,"16,267.17",16267.17,2025-04-08,2025-04-08,PO0000160,ZAR,CT000374,2025-05-13,30,V00374,16267.17,2025-04-08,PO0000160,ZAR,CT000374
INV00000585,2025-05-22,2025-05-22,30,30.0,V00305,41693.45,41693.45,2025-04-21,2025-04-21,PO0000194,GBP,CT000305,2025-05-22,30,V00305,41693.45,2025-04-21,PO0000194,GBP,CT000305
INV00000586,2025-12-22,2025-12-22,60,60.0,V00396,"24,305.90",24305.9,2025-10-21,2025-10-21,PO0000172,BRL,CT000396,2025-12-22,60,V00396,24305.9,2025-10-21,PO0000172,BRL,CT000396
INV00000587,2026-05-12,2026-05-12,45,45.0,V00055,20239.85,20239.85,2026-03-22,2026-03-22,PO0001124,BRL,CT000055,2026-05-12,45,V00055,20239.85,2026-03-22,PO0001124,BRL,CT000055
INV00000588,2026-04-13,2026-04-13,45,45.0,V00080,"41,784.82",41784.82,2026-02-21,2026-02-21,PO0000285,USD,CT000080,2026-04-13,45,V00080,41784.82,2026-02-21,PO0000285,USD,CT000080
INV00000589,2025-03-28,2025-03-28,30,30.0,,"18,887.84",18887.84,2025-02-21,2025-02-21,PO0000233,USD,CT000173,2025-03-28,30,V00173,18887.84,2025-02-21,PO0000233,USD,CT000173
INV00000590,2025-12-10,2025-12-10,30,30.0,V00164,"57,745.78",57745.78,2025-11-06,2025-11-06,PO0000095,MXN,CT000164,2025-12-10,30,V00164,57745.78,2025-11-06,PO0000095,MXN,CT000164
INV00000591,2026-01-15,2026-01-15,30,30.0,V00343,19338.33,19338.33,2025-12-11,2025-12-11,PO0000544,INR,CT000343,2026-01-15,30,V00343,19338.33,2025-12-11,PO0000544,INR,CT000343
